from,to,timestamp,value,Temporal Ricci value,bin_edge,bin_pair
0x9b192cb65b13f0b518b4685895f99583f348198f,0x690680bb5161905b64a9ceb9c979d866736c1742,1691646035,0.9881422924901185,-12168.450026352342,5,4
0x9b192cb65b13f0b518b4685895f99583f348198f,0x690680bb5161905b64a9ceb9c979d866736c1742,1691706227,0.9699321047526674,-12053.134007332545,5,4
0x9b192cb65b13f0b518b4685895f99583f348198f,0x690680bb5161905b64a9ceb9c979d866736c1742,1691779847,0.9857072449482505,-12149.536548798116,5,4
0x9b192cb65b13f0b518b4685895f99583f348198f,0x690680bb5161905b64a9ceb9c979d866736c1742,1694681663,0.998783220845076,-14289.407927744438,5,4
0x9b192cb65b13f0b518b4685895f99583f348198f,0x690680bb5161905b64a9ceb9c979d866736c1742,1695069107,0.9979044007584074,-14493.618845549781,5,4
0x9b192cb65b13f0b518b4685895f99583f348198f,0x690680bb5161905b64a9ceb9c979d866736c1742,1696328927,0.9502993442934524,-14336.69413084941,5,4
0xbaa2af56ab2418c219b2a28f219f5d0d58a04f06,0x690680bb5161905b64a9ceb9c979d866736c1742,1673774087,0.9140613070355692,-9318.632733588744,5,4
0xbaa2af56ab2418c219b2a28f219f5d0d58a04f06,0x3c1999942f19a9cd2baa32db6239d7f609636544,1674120047,0.9433962264150942,-8311.636669045487,5,4
0xbaa2af56ab2418c219b2a28f219f5d0d58a04f06,0x3c1999942f19a9cd2baa32db6239d7f609636544,1691655587,0.9925558312655086,-16039.24835259572,5,4
0xbaa2af56ab2418c219b2a28f219f5d0d58a04f06,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1691346179,0.998003992015968,-105818.33477066543,5,3
0xbaa2af56ab2418c219b2a28f219f5d0d58a04f06,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1691780207,0.9976057462090983,-51041.78770071911,5,3
0xbaa2af56ab2418c219b2a28f219f5d0d58a04f06,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1692108395,0.9992006394884093,-68403.0594859339,5,3
0xbaa2af56ab2418c219b2a28f219f5d0d58a04f06,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1692730199,0.9998680174217003,-38854.65439466273,5,3
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6c9eebfa5bc4a241c9d83f59058bf6ebb35561ac,1673450219,0.9422405400576523,-8392.543646577777,5,4
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6c9eebfa5bc4a241c9d83f59058bf6ebb35561ac,1673452907,0.9540227801559447,-8446.609811043281,5,4
0x690680bb5161905b64a9ceb9c979d866736c1742,0x7cd354e447e39ee85f3f149362f58b74d4928a20,1673553215,0.9396567548710539,-9727.463420504702,5,4
0x690680bb5161905b64a9ceb9c979d866736c1742,0x7766714ce3332ba7bc445e60effff31d6c7c1fac,1673773919,0.9259259259259258,-8741.31299136863,5,4
0x690680bb5161905b64a9ceb9c979d866736c1742,0x7766714ce3332ba7bc445e60effff31d6c7c1fac,1677435587,0.9910802775024778,-8409.847285847172,5,4
0x690680bb5161905b64a9ceb9c979d866736c1742,0x069943a3e90a8028a075835afa427d95be47163d,1674058019,0.9900990099009901,-9410.99345768824,5,4
0x690680bb5161905b64a9ceb9c979d866736c1742,0x3b55ff325402cba609d8916e26615aeafae59fb5,1674155459,0.9560229445506692,-10043.417444800692,5,4
0x690680bb5161905b64a9ceb9c979d866736c1742,0x3b55ff325402cba609d8916e26615aeafae59fb5,1691655611,0.9910802775024778,-17952.861686131688,5,4
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1682825855,0.9881422924901185,-92709.77439520265,5,3
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1692152459,0.9991507218863965,-66385.67085402002,5,3
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1692730211,0.9994003597841296,-61966.52728973635,5,3
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1692855083,0.9996001599360256,-34974.20850627718,5,3
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1693403243,0.9991008092716556,-63797.77081987157,5,3
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1694682083,0.9985520994557892,-77822.33686561008,5,3
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1694697635,0.998479355873931,-49327.73045053393,5,3
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1694790923,0.998402555910543,-75116.01584112301,5,3
0x690680bb5161905b64a9ceb9c979d866736c1742,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1695069167,0.9977052778609199,-71805.50433417453,5,3
0x690680bb5161905b64a9ceb9c979d866736c1742,0x2f41d93ac0c4693b35c10fd5421fd7463685e281,1684780463,0.9994882620098509,-8290.977965599717,5,4
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x9b192cb65b13f0b518b4685895f99583f348198f,1673368379,0.7950480066156895,-10033.561499784199,5,4
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x9b192cb65b13f0b518b4685895f99583f348198f,1673368787,0.8569978817966473,-10426.90554601121,5,4
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x9b192cb65b13f0b518b4685895f99583f348198f,1673370011,0.9095758917714819,-10749.776573034564,5,4
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x9b192cb65b13f0b518b4685895f99583f348198f,1673371559,0.9428147064679574,-10949.110218793692,5,4
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x9b192cb65b13f0b518b4685895f99583f348198f,1673385227,0.948156263556959,-10981.369136361454,5,4
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x26fa0124b0eafdd611593d603b92a9f187802fd5,1682716487,0.9996487119732563,-18310.835843050667,5,4
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x80fc4d4b2cd477be31da5b840177e7f26f2d8508,1683505007,0.9594082322926694,-21264.121609707978,5,4
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x08a29b1652842f01aa009e13341701d6b5779f8c,1685027063,0.986988711234711,-24644.21501057044,5,4
0x63ef145471cd710c92341982a302d80740bc5753,0x7cd354e447e39ee85f3f149362f58b74d4928a20,1691473091,0.9881422924901185,-9288.798050949288,5,4
0x63ef145471cd710c92341982a302d80740bc5753,0x6064633e8a38a88dabbc311bcd5923ce1f93ff0b,1691487467,0.9940357852882704,-49268.472853231826,5,3
0x2d6d167ff383fe060c4b64d5f6ce21f0dbebf7f2,0x316d27e4a7e6b8f95572d6b834b345458d543ddc,1694518595,0.9868951204341684,-86713.08904085189,5,3
0x2b95dec0f6ae990b68f84bc49b2ef03616c6378b,0x67ab1a00e286eb524e978e3e12c24cb918c1a114,1682711219,0.9833677542157399,-81236.7766427682,5,3
0x2b95dec0f6ae990b68f84bc49b2ef03616c6378b,0x67ab1a00e286eb524e978e3e12c24cb918c1a114,1686955955,0.9966512517939722,-75375.93932761569,5,3
0x2b95dec0f6ae990b68f84bc49b2ef03616c6378b,0x316d27e4a7e6b8f95572d6b834b345458d543ddc,1694014307,0.9779968487995331,-90398.58521859541,5,3
0x2b95dec0f6ae990b68f84bc49b2ef03616c6378b,0x316d27e4a7e6b8f95572d6b834b345458d543ddc,1694539691,0.9994010545933024,-70463.59810422058,5,3
0x2b95dec0f6ae990b68f84bc49b2ef03616c6378b,0x316d27e4a7e6b8f95572d6b834b345458d543ddc,1695785483,0.9994673735750551,-20207.747726070473,5,3
0x6a2c6288707b9b6751568f0566fe085995c61829,0x67ab1a00e286eb524e978e3e12c24cb918c1a114,1682762531,0.9959165727459243,-83736.894302543,5,3
0x6a2c6288707b9b6751568f0566fe085995c61829,0x316d27e4a7e6b8f95572d6b834b345458d543ddc,1694074403,0.9970031401628632,-91878.28059481193,5,3
0x7008e3cb6c797b958ea7cbe26b94c634240dab2d,0x316d27e4a7e6b8f95572d6b834b345458d543ddc,1694361443,0.9974811520089472,-78475.53270590663,5,3
0x1d44206b8ce7926a6aa04b56c67fefb85ab96977,0x316d27e4a7e6b8f95572d6b834b345458d543ddc,1694521607,0.998003992015968,-95705.6612684932,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675601015,0.9998602558579083,-134191.0319194521,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675652711,0.9982662058694076,-136702.38088985364,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675712003,0.9994321425987109,-128760.42133844619,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675718375,0.9943602050933206,-124888.84715258147,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675723823,0.9993265440781705,-143372.35245932586,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675766855,0.9991380454247607,-144695.37146270272,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675774235,0.9983376908125265,-139930.26442694943,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675823747,0.9994070448951742,-119214.89954624204,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675830407,0.9987664370566347,-139861.80231960342,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675848671,0.9967432429016854,-136703.44261967225,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675863431,0.9967224009481009,-132505.69310642034,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675916411,0.997733880536487,-130458.46448551527,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675938155,0.9988913829516064,-122791.44868627831,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675941167,0.9998762755466354,-135823.77823089735,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675943231,0.9981978767974706,-128020.72825652546,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675957931,0.9865814671312249,-142085.07903452916,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675972811,0.9978265990981328,-115564.56922763708,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675975679,0.9950900363584443,-117926.07093195166,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675989383,0.9990871256040467,-130430.85438962407,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1675995011,0.9966000273344667,-126157.6202474315,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676002871,0.998471989725793,-134967.82144021793,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676008571,0.9987416001127352,-98637.73659848396,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676052539,0.9987269088896087,-111670.14691024537,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676113559,0.9971483617760493,-110766.40782957259,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676114843,0.9994580527187581,-135045.26038576636,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676159171,0.9976424798287394,-103663.66809567016,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676201879,0.9938530162100473,-139448.40623617155,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676221703,0.9991313319808187,-123553.00402319583,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676233763,0.9932697342489307,-89182.90474093644,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676234339,0.9939346823418084,-120021.81538689355,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676244227,0.9996640501944675,-113107.04366831818,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676266307,0.9999320900908253,-120102.01019020677,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676282387,0.9948644626906525,-110233.40006591138,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676372543,0.9996788956491061,-106239.66723629348,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676373767,0.9973491900838044,-109993.4662405139,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676378111,0.9996281385106784,-96948.40201170866,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676378363,0.9858519925305448,-140896.38131593505,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676499575,0.9996963563453368,-115579.43622513517,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676538719,0.9993376450076644,-62553.39362565674,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676549771,0.9982534450013666,-113108.43013321106,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676646431,0.9976003759412196,-92617.16040452936,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676650007,0.9956877712761226,-91768.79174102044,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676663759,0.9969890243775859,-54870.53948471215,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676674139,0.996912973324928,-74805.2304524085,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676705675,0.9632089852333704,-88045.02600609722,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676749499,0.9949549113865721,-78347.84285141798,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676794931,0.9993754201514141,-78305.1212658178,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676811047,0.9995952284593739,-75054.97300008335,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676821643,0.9982781754613851,-80611.33274009438,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676823563,0.9999990635665286,-63003.622299237315,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676823647,0.9990018518707173,-68698.96709490883,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676825171,0.9979434992142986,-66024.92855402552,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676827535,0.9985283189992892,-97439.48961253357,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676833355,0.9943405492993997,-100434.03443184483,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676835683,0.9999393923413432,-66199.31208769688,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676843879,0.9997636530503585,-66618.32092338882,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676867075,0.9993234270345324,-85277.01866917445,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676880491,0.9993838070515303,-70966.94455477182,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676886491,0.9991757874616333,-61116.748814577506,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676890871,0.9962740845020095,-81030.69056650641,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676895407,0.9998289574500207,-71997.55770096292,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676928443,0.9980185459578647,-51842.044393522716,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676950031,0.999586789009495,-60172.05731409494,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676962079,0.9955983383708892,-75580.45025079725,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676979719,0.9992825885917188,-54642.973751927595,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676988239,0.9954627069413926,-48623.8995412272,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676991947,0.9975664233346595,-67506.40219881044,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676992079,0.9980690292744897,-55407.11592334515,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676993147,0.9999664467216853,-59464.23502010629,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676993279,0.9990458381874104,-57638.816369133056,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676993603,0.9997625539447754,-114980.88593736244,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1676999339,0.9963626588119654,-105331.7073281612,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677018515,0.9963486160940093,-59893.74935515681,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677018635,0.9979769420058705,-101141.76812410372,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677019751,0.9976626834346592,-57474.206969300976,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677019835,0.9969532617090558,-69206.23205411986,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677060119,0.9986328959368002,-52131.87797221877,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677064727,0.999015200556764,-66997.32427840379,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677153419,0.9989521333722204,-70808.6916730257,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677155123,0.9992965418145223,-66063.29522819722,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677161015,0.9971802867801399,-76633.77644136947,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677190967,0.999544047402437,-84411.06594578749,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677224039,0.9995850444274803,-63349.2531855427,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677230483,0.9991182429829046,-59751.38195540945,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677238127,0.9977216734582023,-86083.5703041725,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677247715,0.9997661982829363,-83470.70045826324,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677262055,0.9989751460206794,-127987.34843328586,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677278351,0.9998448039500112,-104629.52171013039,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677280487,0.9970812978834502,-122507.98536761332,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677285059,0.9997048720942959,-96091.16541280858,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677317363,0.995166645568767,-91381.32586388219,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677321539,0.9985865467475039,-84364.87232684635,5,3
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,1677321635,0.9994077385409837,-88519.81174299405,5,3
